Year,State,type,production,Avg,Measures,Materials,Chemical,Value
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PYRACLOSTROBIN = 99100),FUNGICIDE,0.227
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SULFUR = 77501),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(TEBUCONAZOLE = 128997),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(TRICHODERMA HARZ. = 119202),FUNGICIDE,(NA)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,"(2,4-D",HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(AMMONIUM PELARGONATE = 31802),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CLETHODIM = 121011),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CLORANSULAM-METHYL = 129116),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIURON = 35505),HERBICIDE,1.36
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FLUMIOXAZIN = 129034),HERBICIDE,0.265
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,1.339
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE = 417300),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE AMM. SALT = 103604),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,2.562
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ORYZALIN = 104201),HERBICIDE,2.074
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PARAQUAT = 61601),HERBICIDE,0.966
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PENOXSULAM = 119031),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SIMAZINE = 80807),HERBICIDE,2.27
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ACEPHATE = 103301),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ACETAMIPRID = 99050),INSECTICIDE,0.135
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BIFENTHRIN = 128825),INSECTICIDE,0.202
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),INSECTICIDE,(NA)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIAZINON = 57801),INSECTICIDE,0.612
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ESFENVALERATE = 109303),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(IMIDACLOPRID = 129099),INSECTICIDE,0.302
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MALATHION = 57701),INSECTICIDE,1.484
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(METHOMYL = 90301),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PERMETHRIN = 109701),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PHOSMET = 59201),INSECTICIDE,1.182
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SPINETORAM = 110007),INSECTICIDE,0.099
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SPINOSAD = 110003),INSECTICIDE,0.15
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,0.056
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ALKYL. DIM. BENZ. AM = 69105),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CUPRAMMONIUM ACETATE = 36011),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CYANAMID = 14002),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CYTOKININS = 116801),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DECYLDIMETHYLOCTYL = 69165),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIDECYL DIM. AMMON. = 69166),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIMETHYLDIOCTYL = 69149),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GIBBERELLIC ACID = 43801),OTHER,0.459
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(INDAZIFLAM = 80818),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(INDOLEBUTYRIC ACID = 46701),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MINERAL OIL = 63502),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(NITROGEN) FERTILIZER,59
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(PHOSPHATE) FERTILIZER,47
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(POTASH) FERTILIZER,51
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(SULFUR) FERTILIZER,59
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(AZOXYSTROBIN = 128810),FUNGICIDE,2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BACILLUS SUBTILIS = 6479),FUNGICIDE,1.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BORAX DECAHYDRATE = 11102),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BOSCALID = 128008),FUNGICIDE,1.6
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,1.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CAPTAN = 81301),FUNGICIDE,2.7
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CHLOROTHALONIL = 81901),FUNGICIDE,1.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(COPPER SULFATE = 24401),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CYPRODINIL = 288202),FUNGICIDE,2.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENBUCONAZOLE = 129011),FUNGICIDE,1.5
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENHEXAMID = 90209),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUDIOXONIL = 71503),FUNGICIDE,2.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MEFENOXAM = 113502),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(METCONAZOLE = 125619),FUNGICIDE,1.6
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,3.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MYCLOBUTANIL = 128857),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(POLYOXIN D ZINC SALT = 230000),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROPICONAZOLE = 122101),FUNGICIDE,1.6
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROTHIOCONAZOLE = 113961),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PYRACLOSTROBIN = 99100),FUNGICIDE,1.6
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SULFUR = 77501),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(TEBUCONAZOLE = 128997),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(TRICHODERMA HARZ. = 119202),FUNGICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,"(2,4-D",HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(AMMONIUM PELARGONATE = 31802),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CLETHODIM = 121011),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CLORANSULAM-METHYL = 129116),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIURON = 35505),HERBICIDE,1.3
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUMIOXAZIN = 129034),HERBICIDE,1.9
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE = 417300),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE AMM. SALT = 103604),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,2.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ORYZALIN = 104201),HERBICIDE,1.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PARAQUAT = 61601),HERBICIDE,2.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PENOXSULAM = 119031),HERBICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SIMAZINE = 80807),HERBICIDE,1.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ACEPHATE = 103301),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ACETAMIPRID = 99050),INSECTICIDE,1.5
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BIFENTHRIN = 128825),INSECTICIDE,2.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIAZINON = 57801),INSECTICIDE,1.3
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ESFENVALERATE = 109303),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(IMIDACLOPRID = 129099),INSECTICIDE,2.5
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MALATHION = 57701),INSECTICIDE,2.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(METHOMYL = 90301),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PERMETHRIN = 109701),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PHOSMET = 59201),INSECTICIDE,1.4
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SPINETORAM = 110007),INSECTICIDE,1.7
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SPINOSAD = 110003),INSECTICIDE,1.9
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,2.2
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ALKYL. DIM. BENZ. AM = 69105),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CUPRAMMONIUM ACETATE = 36011),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CYANAMID = 14002),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CYTOKININS = 116801),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DECYLDIMETHYLOCTYL = 69165),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIDECYL DIM. AMMON. = 69166),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIMETHYLDIOCTYL = 69149),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GIBBERELLIC ACID = 43801),OTHER,1.1
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(INDAZIFLAM = 80818),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(INDOLEBUTYRIC ACID = 46701),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MINERAL OIL = 63502),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(NITROGEN) FERTILIZER,7.3
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(PHOSPHATE) FERTILIZER,6.8
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(POTASH) FERTILIZER,7
2019,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(SULFUR) FERTILIZER,3.2
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AZOXYSTROBIN = 128810),FUNGICIDE,36
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BACILLUS SUBTILIS = 6479),FUNGICIDE,6
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BORAX DECAHYDRATE = 11102),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BOSCALID = 128008),FUNGICIDE,39
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,35
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CAPTAN = 81301),FUNGICIDE,72
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CHLOROTHALONIL = 81901),FUNGICIDE,11
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(COPPER SULFATE = 24401),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CYPRODINIL = 288202),FUNGICIDE,23
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FENBUCONAZOLE = 129011),FUNGICIDE,27
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FENHEXAMID = 90209),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUDIOXONIL = 71503),FUNGICIDE,25
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MEFENOXAM = 113502),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(METCONAZOLE = 125619),FUNGICIDE,21
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,14
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MYCLOBUTANIL = 128857),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(POLYOXIN D ZINC SALT = 230000),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROPICONAZOLE = 122101),FUNGICIDE,32
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROTHIOCONAZOLE = 113961),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PYRACLOSTROBIN = 99100),FUNGICIDE,39
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SULFUR = 77501),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TEBUCONAZOLE = 128997),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),FUNGICIDE,85
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TRICHODERMA HARZ. = 119202),FUNGICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,"(2,4-D",HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AMMONIUM PELARGONATE = 31802),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CLETHODIM = 121011),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CLORANSULAM-METHYL = 129116),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIURON = 35505),HERBICIDE,9
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUMIOXAZIN = 129034),HERBICIDE,18
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,30
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE = 417300),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE AMM. SALT = 103604),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,22
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ORYZALIN = 104201),HERBICIDE,14
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PARAQUAT = 61601),HERBICIDE,19
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PENOXSULAM = 119031),HERBICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SIMAZINE = 80807),HERBICIDE,13
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),HERBICIDE,56
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ACEPHATE = 103301),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ACETAMIPRID = 99050),INSECTICIDE,14
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BIFENTHRIN = 128825),INSECTICIDE,27
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIAZINON = 57801),INSECTICIDE,35
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ESFENVALERATE = 109303),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(IMIDACLOPRID = 129099),INSECTICIDE,22
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MALATHION = 57701),INSECTICIDE,50
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(METHOMYL = 90301),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PERMETHRIN = 109701),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PHOSMET = 59201),INSECTICIDE,25
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SPINETORAM = 110007),INSECTICIDE,16
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SPINOSAD = 110003),INSECTICIDE,6
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),INSECTICIDE,82
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,40
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ALKYL. DIM. BENZ. AM = 69105),OTHER,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CUPRAMMONIUM ACETATE = 36011),OTHER,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CYANAMID = 14002),OTHER,(D)
2019,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CYTOKININS = 116801),OTHER,(D)
